 # THETA1, THETA2.
 -0.16031878689426679       0.86518833674666717     
 -0.15158863031988512       0.88042010661351311     
 -0.14271038476199654       0.89479838172624127     
 -0.13369266268536031       0.90830808277165698     
 -0.12454422310656342       0.92093499086263098     
 -0.11527396286810770       0.93266577134598083     
 -0.10589090767964381       0.94348799650917725     
  -9.6404202937924149E-002  0.95339016707548929     
  -8.6823104338134005E-002  0.96236173238102196     
  -7.7156968290303704E-002  0.97039310913187182     
  -6.7415242155496574E-002  0.97747569864529638     
  -5.7607454317397777E-002  0.98360190248532253     
  -4.7743204105790124E-002  0.98876513641055896     
  -3.7832151589186604E-002  0.99295984256006398     
  -2.7884007254588845E-002  0.99618149981188686     
  -1.7908521592948867E-002  0.99842663225827299     
  -7.9154746094233872E-003  0.99969281575141322     
   2.0853347220793975E-003  0.99997868248393884     
   1.2084099040255390E-002  0.99928392357902029     
   2.2071013193659804E-002  0.99760928967581863     
   3.2036284833771765E-002  0.99495658950706589     
   4.1970144983801125E-002  0.99132868647660588     
   5.1862858563303887E-002  0.98672949325571024     
   6.1704734848915338E-002  0.98116396442779019     
   7.1486137851859699E-002  0.97463808722165179     
   8.1197496593348378E-002  0.96715887038359727     
   9.0829315259531640E-002  0.95873433124835805     
  0.10037218321831554       0.94937348107797448     
  0.10981678488109113       0.93908630874623022     
  0.11915390939324014       0.92788376285403207     
  0.12837446013817178       0.91577773236813342     
  0.13746946404060281       0.90278102588177755     
  0.14643008065580732       0.88890734960113615     
  0.15524761103262552       0.87417128416580536     
  0.16391350633912341       0.85858826041506597     
  0.17241937624092682       0.84217453421410182     
  0.18075699702340545       0.82494716045589433     
  0.18891831945004472       0.80692396635507369     
  0.19689547635050691       0.78812352414962239     
  0.20468078993303715       0.76856512332501647     
  0.21226677881700723       0.74826874247318365     
  0.21964616478250082       0.72725502089559713     
  0.22681187923491916       0.70554523005595082     
  0.23375706938361981       0.68316124498323327     
  0.24047510413458381       0.66012551572068912     
  0.24695957969803359       0.63646103891019257     
  0.25320432491278766       0.61219132959502676     
  0.25920340628993410       0.58734039331703203     
  0.26495113277912830       0.56193269857663375     
  0.27044206026146678       0.53599314971645806     
  0.27567099577345744       0.50954706028116903     
  0.28063300146709014       0.48262012689788719     
